1,강간,"#736 2019-2-2 오후 3:50 2576 연예인 성폭행 강간 그런거 나오면 여자는왜 이름 안나오고 남자는 이름이 나와?? 성관련 법은 전부 여자를위한 법인거같다 1 일단 좆같은 ""여성부""부터 폐지하고, 국회의원 비례대표 1번부터 홀수번","안 보고 금발 로리 + 동아시아 로리 선호. 화질 구리면 아무리 내용이 좋아도 칼삭제함. 2 한국로리 자위하는거 말하는거냐 3 44386 저화질에 화면 흔들리고 잡음 섞인 영상이 강간 영상처럼 내용 좋은 거 많음. 고화질, 고음질, 삼각대에 고정된 카메라 영상은 꼴리질 않음. 미친듯이 비명 지르고 울고 하는 꼴리는 영상은 다들 영상이 ㅎㅌㅊ 작성",#12393 2019-6-18 오전 4:57 여자 연예인 찌질이들 말고 네임드 급 으로 있는 애들 강간하고 돈 뺐고 사진 좆나 촬영해 놓으면 신고 못하지 않을까? 우리나라에 사실 이렇게 당한 연예인 많을걸? 한가지 예로 아주 오래된 사건 이지만 도지원이도 한번 납치 당했다가 돈,지 씨발년이 제대로라도 하던가 1 실제로는 눈앞에서 말도 한마디 찍소리 못해서 딥웹하서 분풀이하는 오타쿠 수준 ㅋㅋㅋㅋ; 말한마디도 못하는놈이 무슨 팔다리를 짤라 2 죽이지 말고 강간해라. 상대가 여자든 남자든 쑤실 구멍만 있으면 강간 가능. 작성,"#8883 2019-2-2 오후 5:36 45920 어린 소녀를 강간,살해 후 식인 계획을 세운 21세 청년 2018-10-25 [http!] http://sportsseoul.com/news/read_other/11453 1 지난 23일 NE",트랑 합방한적 있는데 동핵이랑 세야랑 합심하고 여게스트 술잔에 물뽕넣고 뿅가게 만듬. 그리고 나서 세야는 자는척 방에 먼저 들어가고 방종뒤에 동핵이 골뱅이된 여게스트 세야랑 같이 강간하고.. 원래는 그냥 보지 닦고 옷 입혀서 없던 일로 있게 하고 끝내려고 했는데 동핵이 발정나서 아침에 자고 있는 여자랑 한번 더 하려고 하다가 걸렸다. 1 그래서 여자 뛰쳐나, 2019-8-9 오후 10:40 학교선생 몰카찍을려는데 어떻게하면 잘찍냐 30살쯤되보이는데 짧은치마입을때마다 존나꼴린다 안들키게 찍는법없음? 요령좀 1 니가 만 14세 미만이면 강간해도 됨. 소년법에 따라 그 어떤 형사 처벌도 받지 않음. 2019-8-9 오후 11:33 2 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 14세 미만이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 30세 이상 성인여성을 제압,,,,,,,,,,,,,
2,고딩,#797 2019-2-2 오후 3:51 4277 채팅앱으로 뭐 여자만나도 좆돼지 오덕새끼들밖에없다 고딩들도 채팅앱에 요즘없더라 어떻게 구해야하냐 여자를 클럽가서 꼬서야하냐 1 채팅으로 만난 오덕 돼지 고딩년 보지에 존나 박음 2 성병걸려 ㅄ아;; 어떻게해야하냐 3 돼지라도 고딩,#9543 2019-2-2 오후 5:47 48230 화장실몰카나 고딩 다리 몰카 보고싶은데 괜찮은 사이트 없냐?? 거래로 구하는 수 밖에 없냐? 1 한국 화장실 몰카는 전부 남자화장실이다 게이새끼들이 넘쳐나서 그렇지 여태 여자화장실 몰카 찾아냈,#15920 dhl 2019-9-23 오전 5:13 페도필리아 개 버러지 새기들 진짜 죽여버리고 싶네.. 내가 중고딩인가 하고 보니까 씨발넘들이 이제 막 걸음마 뗀 애기들 데리고 뭣들하는 짓이냐 씨발럼들아.. 이제 살아갈 애들한테 미안한 맘도 없냐? 성욕? 씨발럼들아 그딴 걸 쳐보고 꼴리는 ,"범죄자들임.(로리물 및 쇼타물 소지자 포함.) 성범죄자나 야동 보고 딸치는 딸쟁이 답게 육체적인 힘도 약하지만, 갱단들처럼 뒤를 봐주는 상대도 없고, 미국 문화 특성상 만 18세 고딩 등 미성년자 대상 성범죄자는 인간으로 안 쳐서 죽여도 거의 처벌도 안 받거든. 사실 교도소에서 죽여도 수사도 제대로 안 하고. 2019-10-2 오전 9:48 9 8 미국은 ",가는 악질 도둑놈임. 그런다가 클로로폶 용량 조절 잘못해서 좀도둑이 살인범됨. 2019-10-2 오전 9:02 4 성폭행하려다 살인범 된다 2019-10-2 오전 8:59 5 초중고딩 강간하고 살해해서 시체 유기할거면 클로로폶이나 이써 써도 괜찮다 - 화학과 2019-10-2 오전 9:01 7 고딩 때까지는 ether을 일본식 발음인 에테르라고 읽지만 대학,"#30547 2020-5-10 오후 9:37 Bj,교복,고문,강간,노예,근친,입싸,연인,일본,해외,중딩,고딩,카톡유출,라인유출,연예인 호텔,모텔,골뱅이,신혼여행,트젠,자취방,연인셀카,고화질스튜디오사진,일반인해킹유출,물뽕 원조교제,트위터유출,인스타그램유출,고시원몰카,스튜디어스,각종몰카",,,,,,,,,,,,,,
3,근친상간," 하던애들 사라졌냐 1 엄마, 여동생, 누나 deepfake하려고 집에 몰카 설치 중 2019-6-22 오후 9:31 2 하고있는데? 2019-6-23 오전 2:26 3 2 벌써 근친상간 딮페이크 영상 제작 중? 2019-6-23 오전 3:54 4 2 전에 리퀘스트 들어간거?? 2019-6-23 오전 10:46 작성","감사합니다. 다크웹 범죄자님들에게 한가지 바라는게 있습니다. 더 심각한 범죄를 저질러 주세요. 사람들이 경악하고 입을 틀어막고 대한민국을 뒤흔들만한 범죄행위를 해주시기 바랍니다. 근친상간, 강간, 연쇄살인, 테러같은 범죄를 마구마구 해 주셨으면 좋겠네요. 여러분이 범죄를 저지를 수록 제가 돈을 많이 법니다. 요즘에는 소스가 모라서 같은주제 재탕삼탕 뛰고 있",#35174 2020-7-11 오후 6:13 고은아-미르 남매가 근친상간 루머에 휩싸이게 된 것은 지난 2010년 한 케이블 방송에서 이들이 서로 포옹을 하고 뽀뽀를 하는 등 자연스러운 스킨십이 포착돼 논란이 일었었다. 고은아는 2010년 10, 생각하는데 사실 비정상적 성적 취향이나 도착증은 모두 같은 범주에 있고 이것을 구분하는게 인간의 감정이나 정의한 법에 기초되면 굉장히 모순적이라고 생각한다. 언제 한번 동성애와 근친상간의 차이에 관하여 알아봤는데 두 성인이 합의하에 사랑을 하고 임신만 안하면 동성애와 근친상간은 다를게 없다. 근데 놀랍게도 현대인들은 동성애에는 굉장히 옹호적이고 근친상간에,데 혹시 누군지 찾아줄 수 있는 사람 있음? 인스타 같은건 검색 엔진에 안잡히는거 같아서 1 이 사람 랜덤채팅 어플에 있는 사람인데 2020-6-9 오후 9:04 2 자기 엄마랑 근친상간 인증한걸로 유명한 애잖아? 2020-6-9 오후 10:07 3 면상 시발 젖같네ㅋㅋ 2020-6-10 오전 11:20 작성,맺어질 수 없는 사이이기에 채장수 영감은 계연을 데리고 고향으로 떠나가게 된다. 이 일이 있은 후 성기는 중병을 앓게 되고 병이 낫자 역마살을 따라 엿판을 꾸려 집을 떠난다. 1 근친상간 러브 스토리 2020-6-12 오후 5:31 작성,"34 44 43 워마드 하는 여자인데도 한남한테 욕 안 하고 차분히 말하네 2020-4-30 오후 1:57 45 44 코챈 애들도 워마드 애들처럼 어느정도는 컨셉질이니까. 여기서 근친상간, 로린이 강간 그렇게 떠들어도 사실 그냥 컨셉질로 하는 애들도 꽤 되니까. 2020-4-30 오후 2:01 46 45 워마드 애들이 한남 죽인다고 그러고, 쇼타 따먹는다고","0 누나년 몰카 찍었는데 몸매평가좀 2020-2-7 오전 7:56 8 남의 누나여도 꼴리는데, 친누나면 진짜 개꼴리겠네 ㅋㅋㅋ 얼굴 존나 빻았어도 근친이라는 사실만으로도 꼴리는게 근친상간, 근친강간인데 2020-2-7 오전 8:13 9 누나 젖탱이 크네. 저정도면 C컵? 2020-2-7 오전 8:17 12 수면제 먹이고 따먹고싶네 젖크다 이런 친누나있으면 ",,,,,,,,,,,,
4,납치,으로 있는 애들 강간하고 돈 뺐고 사진 좆나 촬영해 놓으면 신고 못하지 않을까? 우리나라에 사실 이렇게 당한 연예인 많을걸? 한가지 예로 아주 오래된 사건 이지만 도지원이도 한번 납치 당했다가 돈 뜯기고 2번째 또 돈 달라고 하다가 애들 달렸잖아 도지원이 왜 처음 사건때 신고 안했겠냐? 그리고 그거 하다가 달린 애들 지금도 인터넷 기사 잘 찾어 보면 나오는,"성년자를 형사 미성년자라고 해서 처벌 안 하는 건 아예 다른 개념이고. 절도, 강간 등 죄질이 좋을 경우 가정법원에서 재판해서 소년원으로 보내고 그 경우 전과 안 남는다. 강도, 납치, 살인 등 죄질이 안 좋을 경우 형사법원에서 재판해서 소년교도소로 보내고 이 경우 전과 남는다. 3 절도, 강간도 소년교도소 가는 애들 있다. 죄질에 따라 다름. 4 형사 미","펌프, 화장실, 조리 도구에 컨테이너라도 갖다놓고서 맨날 따먹으면 되는데? 돈 여유가 더 되면 지하실 있는 집 지어서 지하실에 감금하면 더 좋고. 4 로린이나 쇼린이는 어디 가서 납치해오면 되고. 입양 받으면 초등학교 안 보내면 정부에서 조사하러 나오니까 납치 밖에 방법이 없음. 예전에는 학교 안 보내도 돼서 입양도 괜찮은 방법이었는데. 5 진짜 병신들 뇌","#4723 2019-2-2 오후 4:34 17313 경찰 부산에서는 수천명의 시민과 미성년자를 납치하여 부산 형제복지원에 감금 후 강간 및 살해하여 수백구의 시신을 암매장하는데 협조하고, 신안에서는 2014 신안 염전노예 사건에 적극 협력한 악의 집단이다. http://kh",,,,,,,,,,,,,,,,
5,노예,H odornnq5bh 작성:개 좆도 아닌거 가지고 징역 때리고 인생 좆창내는거 보면 참 진짜 씨~발이에요 백번 맞는 말씀입니다. 정말 슬퍼요 vpfkfl812 국가 : 너네들은 노예같이 일해서 세금내는 기계일 뿐이지. 밖에 나가서도 딴생각 하지마 노예새끼들아 닥치고 일해서 세금이나 내. 뭐 대마? 그거하면 일못하잖아? 닥치고 담배나 펴 19/1/4일부로 ,#205 2019-2-2 오후 3:47 1657 현대 에서 생상직 노예 기업 추천좀 1 현대?뭔개보지속에느그애비좆박는소리야 2 워마드 운영자 느개비후장 작성,"국 혈통이라 한국인처럼 생긴 애들이 있는 반면, 똥남아 혈통이라 별로인 애들도 많다. 4 태국하고 베트남은 브로커통해서 애들 살수 있다던데 5 산다기보다는 돈 주고 떡치는 거지. 노예 사려면 리비아나 예전 IS 점령하에 있었던 시리아나 이라크같은 내전 지역에 치안 불안정 지역까지 가야함. 6 카다피가 다스리던 리비아는 지금 청소년 성노예 한 마리에 400달",,,,,,,,,,,,,,,,,
6,누드,boni3mk4a.onion/img/uploads/200529/Felixxx_052744_EMI_p.jpg 제경은 좆나 강간하고 싶다 호주 유학 가더니 사촌 빨랑까진 걸레년들이랑 누드 비치도 가네ㅋㅋㅋ 이래서 호주 유학 갔다온 년 만나지 말란거지 ㅅㅂ 멜버른 포레스트힐 7 Gibbon Avenue에 산다 한적한 동네니까 집 밖에 나오면 납치해서 강간하고 모,"ve.wordpress.com/2019/05/09/tor-faq/ 2020-2-24 오전 1:10 16 해외 면웹 써버 써도 국내 써버 쓰는 일베충들과는 다르게 한국 경찰(홍익대 누드 몰카 범인 안모씨. 2018년 범죄 당시 23살)이나 호주 경찰(이아름)들이 웜퇘지들 잡기 힘들었는데, 다크웹으로 거처 옮기면 그나마도 못 잡겠네. 2020-2-24 오후 1",#13149 2019-7-22 오전 1:12 형들 노조미 쿠라하시 공유가능? 앨리스 뒤져봤는데 없음 1 쿠라하시 노조미가 누군가 했더니 1999년도 전에 일본에서 로린이 누드 화보집이 합법이었을 적의 로린이 누드 모델이었네. 2019-7-26 오전 6:47 2 #13280 2020-4-15 오후 6:13 3 있다 다시찾아봐 2020-4-17 오전 , 오후 1:46 10 소리 원래 안남? 2020-4-3 오후 3:46 11 소리없다 2020-4-3 오후 4:00 12 소리도 AI로 만들어서 넣어 보지. 옷 입은 여자 사진으로 누드 사진도 만들던데. 동영상도 만들고. 2020-4-3 오후 4:04 13 BabyJ 나온 년도 이제 나보다 나이 많겠지? 결혼해서 딸도 있을테고? 2020-4-8 오후 10:4,,,,,,,,,,,,,,,,
7,능욕,"icky, tara 이런 애들 그만 보고 싶다. 1 쇼타야동은 공급이 로리보다 많긴한데 현역기간이 마찬가지로 존나김 2019-9-25 오후 7:32 2 좆린이한테 여장시켜서 강간 능욕 조교하고 싶다 2019-9-26 오전 7:19 작성",#32035 2020-5-27 오후 11:49 신상 능욕 하고 싶다 제경은 조질떄 존나 꼴렸는데 아 ㅋㅋ 작성,"파이썬 등 프로그래밍 언어 하나만 배워서 back-end 만들면 됨. HTML, CSS 할줄 알면 front-end야 직접 만들면 되고 2020-4-20 오후 9:46 15 지인 능욕 사이트 만들 사람없냐 2020-4-20 오전 0:54 17 만명이던 천만명이던 보수새끼들 안된다고 포기하는거 자체가 패배요인임. 글쓴 저런놈 100명만 밀어줘도 드루킹만큼은 ",,,,,,,,,,,,,,,,,
8,레이프,"#28842 2020-4-29 오전 10:13 세븐나이츠라는 게임에 나오는 여캐인 레긴레이프 똥이라면 먹을수도 있을듯 존나 이뻐 ㅎㅎㅎㅎㅎㅎ 1 흐긴 레이프, 배긴 래이프, 황인 레이프, 레긴 레이프. 이름부터가 걸레년이네 rape라니 2020-4-29 오전 10:",라 위험할 수도 있으니 각오한 회원 분들만 구독하시기 바랍니다. - https://t.me/highkorea1   블랑제님과 신규나누미가 사티바 계열 입고하였습니다 GODDOG 그레이프 맛보기 직전인데 가슴이 너무 벌렁댑니다!!! 신규 나누미 분 것도 궁금! 아 진짜 다이나믹하이코리아입니다!!! kims GODDOG 작성:그레이프 맛보기 직전인데 가슴이 너,"션임 SEX 관련됨 메스빨고 섹스도하더라 최고임 7 유포리아도 급식 새끼들끼리 서로 따먹으려고 발악하는 내용. 전기로 지지고, 소변 지리고 별의 별 플레이 다 하던데 ㅋㅋㅋ 8 ""레이프 레이""나 ""제복처녀"", ""협박""(black mail) 봐라 9 지하철에서 성추행하고 강간하는 애니가 꼴리지 않냐? 버스랑 학교에서 신임 여교사 성추행하고 강간하는 애니랑. ", 박으니까 흑흑 울면서 아프다고만 함. 나중에 사정하고서 자지 뽑아 보니까 자지에 피 좀 뭍어있더라. 급식 처녀 따니까 기분 개좋고 완전 개꿀이더라 ㅋㅋㅋ 9 스레딕 레이드 가서 레이프 하자! 10 스레딕에 있는 급식충 따먹을 방법 없을까? 11 오픈 카카오톡으로 꼬셔서 오프라인으로 불러내서 술 좀 같이 먹다가 모텔 데려가서 따먹으면 됨 12 저런 순진한 ,"17 1:53 am 에 마지막으로 수정되었으며, 1 번 편집하였습니다.   week 6 flowering HOLYWOOD 멋지십니다 그로잉 룸 딲 열었을때 떨 냄새 그립네요 ㅠ 그레이프 쿠쉬.. 이름만 봐두 침이 고이네요 ㅠㅠ.. 비상연락망 Wickr : 삭제했습니다 dnflzkem5000 역시 실내재배가 답인가요? 5월20일날쯤심어서 아직까지 꽃을필생각을",,,,,,,,,,,,,,,
9,로리,#8361 2019-2-2 오후 5:28 44314 Ff 한번 열렸을때 못참고 들어가서 받았는데 괜찮으려나. 나도 이제 배가 불렀는지 금발 서양로리 너무 질린다 한국 로리는 어디 볼데 없냐 1 ㅇㄱㄹㅇ 로리 처음 볼때 금발 동남아 흑인 안 가리고 그냥 로리면 좋았는데 하도 자료가 많으니까 일반 야동 처럼 엄격한 기준이 생,#8414 2019-2-2 오후 5:28 44599 DL.FREE호스팅 조심해라. 내가 안전을 위해서 로리 야동 받을 때 토르랑 + 유료 VPN최고급 키고 받거든. 근데 며칠 전부터 다른 호스팅 업체는 다 다운로드가 되는데 dl.free에 올라온 파일만 다운이 안된다. 매우 수상함,"#12685 2019-6-30 오후 5:50 꼴리는 성인야동 공유해줄 게이 없냐 난 로리보고 안슨다 1 꼴알못은 면웹으로 꺼져. 여자는 어릴 수록 매력적이지, 니 에미처럼 늙은 상폐년이나 물고 빨아라. - 니 애미 2019-6-30 오후 9:11 2 꼴잘알 로리 ",#18652 2019-11-21 오전 2:35 한국 로리 영상은 대체 어케 캐는거냐 다 양로리밖에 없네 1 애들끼리 직접찍은거 꽤 있던데 2019-11-21 오후 1:13 2 한국껀 진짜 거의없다 끽해봐야 자영이나 몰카정도 2019,이버 카페에 걸린놈 후기 보면 노스크립트 켯는데도 걸렸다고 의아해하더라. 아마 함정 파일 다운받고 실행하는 순간 추적 프로그램 실행된듯. 그거 말고는 딲히 걸린 사례 없더라. 난 로리 야동 다운받으면 실행하기 전에 위장확장자인가 반드시 확인하고 봄 2019-10-23 오전 1:08 8 7 너는 위장 확장자인거 구별하는 법 어케암 압축파일로 영상파일로 구별되,#12972 2019-7-13 오후 11:16 전문가님들 저 로리물 보안설정 표준으로 해놓고 몇개 다운받았는데 괜찮을까요 근데 자바스크립트 끄는법이 safest로 설정하는거 밖에 없음? 속도는 어찌함? 1 어디서 다운받았냐에 따라 달라지겠죠,"#15855 2019-9-22 오전 11:24 여동생 친누나 수면제먹이고 따먹었다는거 컨셉이지? 1 마약도 팔고, 로리 강간도 하는데, 그게 컨셉으로 보이냐? 2019-9-23 오전 9:30 2 뇌내망상 지껄이는 병신들도 있고 실제인 짐승도 있고 뭐 다양하게 존재하지 않겠냐? 그게 뭐 중요한가","#6825 2019-2-2 오후 5:04 37937 딥웹은 뭐하는곳이야 동생들? 마약,로리,혐오 이런거 빼고 면웹에서 볼 수 없는 유용한 것은 취급안하나?? 1 그거말고 도대체 뭐가 유용한건데? 작성",,,,,,,,,,,,
10,로리콘,"#3162 2019-2-2 오후 4:08 17099 액셀러레이터 ""중학생이란 건 말이지, 할망구야.""라고 말한 유명한 로리콘 페도파일이다. 1 로리는 진리지 2 보지는 털 나기 전까지가 예쁨. 액셀러레이터 말이 맞아. 3 남자애도 초딩때까지가 예쁘지 중딩부터는 노계임. 미모가 탁월한 애들은 중딩이","-2 오후 3:48 2178 ipad로리나 아니면 yellow bikini같은 동양로리 서양페도들이 존나 예쁘다고 빨아줌 1 로리는 금발백마 로리가 갑임 2 영어 쓴다고 다 서양 로리콘 아님. 남미, 동남다, 이프리카, 중동 로리콘도 많음. 사실상 전세계 어디에나 있는 게 로리콘 3 서양인들이 오리엔탈리즘이나 와패니즘 때문에 중국이나 일본 여자한테 신비감 ",#27485 떠나간 로리콘 2020-4-18 오전 0:39 난 시발 여기와서 로리야동볼려한 이유가 as109작가가 그린 로리들에 기대하고 왔는데 (as109가 누군지 모르면 검색ㄱ 2d딸잡이 중에는 ,살짝 때리거나 살짝 만지는 등 약한 성희롱하는게 다반사인데 2020-4-11 오전 4:53 7 5 보아가 초딩때 연습생으로 들어가서 13살인가애 살인가에 데뷔해서 한국에서 망하고 로리콘 많은 일본에서 한국인 최초로 오리콘 차트 1위 찍고 당당하게 한국으로 귀환함 2020-4-11 오전 4:55 8 ㄴ5 그니깐 뒤통수 때리든말든 어쩌라고ㅋㅋㅋㅋ 씨발 남자 연,,,,,,,,,,,,,,,,
